row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,230809_B0.mzML Peak area,230823_B0.mzML Peak area,230809_B6.mzML Peak area,230809_B3.mzML Peak area,230809_B2.mzML Peak area,230809_B4.mzML Peak area,230809_B5.mzML Peak area,230823_B4.mzML Peak area,230905_B0.mzML Peak area,230905_B1.mzML Peak area,230823_B1.mzML Peak area,230823_B6.mzML Peak area,230905_B3.mzML Peak area,230905_B2.mzML Peak area,230823_B2.mzML Peak area,230905_B6.mzML Peak area,230926_B2.mzML Peak area,230926_B4.mzML Peak area,230905_B5.mzML Peak area,230926_B0.mzML Peak area,231010_B0.mzML Peak area,230905_B4.mzML Peak area,240507_B0.mzML Peak area,230823_B3.mzML Peak area,230809_B1.mzML Peak area,230926_B5.mzML Peak area,231010_B1.mzML Peak area,230926_B1.mzML Peak area,230823_B5.mzML Peak area,231010_B2.mzML Peak area,230926_B6.mzML Peak area,231010_B3.mzML Peak area,231010_B5.mzML Peak area,Blank_restart_1.mzML Peak area,240901_B1.mzML Peak area,231010_B6.mzML Peak area,240417_B2.mzML Peak area,Blank1.mzML Peak area,Blank2.mzML Peak area,240417_B0.mzML Peak area,Blank4_before_neg.mzML Peak area,Blank3.mzML Peak area,230926_B3.mzML Peak area,240417_B5.mzML Peak area,240507_B3.mzML Peak area,240417_B4.mzML Peak area,Culture_Remin_E.mzML Peak area,231010_B4.mzML Peak area,240616_B1.mzML Peak area,Culture_Remin_F.mzML Peak area,240417_B6.mzML Peak area,240507_B1.mzML Peak area,240417_B3.mzML Peak area,QC_mix2.mzML Peak area,Culture_Remin_D.mzML Peak area,Process_Blank_1.mzML Peak area,QC_mix_restart_1.mzML Peak area,Process_Blank_3.mzML Peak area,QC_mix3.mzML Peak area,QC_mix_1.mzML Peak area,QC_mix5.mzML Peak area,QC_mix4.mzML Peak area,Process_Blank_2.mzML Peak area,240616_B5.mzML Peak area,240616_B3.mzML Peak area,240616_B0.mzML Peak area,240507_B5.mzML Peak area,240417_B1.mzML Peak area,240616_B2.mzML Peak area,240616_B6.mzML Peak area,Chance_pooled_QC_2.mzML Peak area,Chance_pooled_QC_1.mzML Peak area,Chance_pooled_QC_4.mzML Peak area,Chance_pooled_QC_restart_1.mzML Peak area,240616_B4.mzML Peak area,Chance_pooled_QC_3.mzML Peak area
38074,479.3186626,5.748003,,,,,,,,,,,0,0,88083.375,0,189435.19,0,55993.844,0,60655.75,49451.6,26523.55,160236.16,121532.4,129794.875,0,0,83700.484,0,6544.6763,0,35695.87,0,89690.47,0,68068.46,0,99381.89,88870.266,38909.258,60541.25,0,0,0,0,0,227642.23,12150.523,0,0,66410.664,0,0,74754.3,87464.07,51153.277,102454.39,0,131393.31,0,0,75520.13,178728.47,52395.06,0,0,0,0,0,0,0,0,0,0,0,0,58931.58,143251.86,548086.25,0,30790.047,43662.14,52721.2,52073.36,43001.54,5191.519,48815.516
38077,391.1735211,5.674211,,,,,,,,,,,287846.16,350873.53,561825.25,200755.27,332498.84,329572.2,102229.39,410477.03,191460.31,295885.03,351759.38,191831.03,135391.83,379562.97,176247.83,198883,239636.2,158218.7,257769.58,238394.44,230055.97,255836.95,124470.42,184088.3,85648.04,265580.22,335858.66,360538.84,101161.19,309387.44,58154.402,151361.45,137743.77,0,0,190292.28,246132.14,0,0,292909.8,0,0,164473.14,377290.2,228909.86,186907.11,0,154088.8,260444.31,0,165154.17,316467.06,278359.34,0,0,0,0,0,0,0,0,0,0,316476.8,142527.02,201902.73,223484.83,184617.23,139267.47,249722.7,258555.92,249360.81,123925.15,123002.695,218975.81,356128.44
38081,624.3921995,5.625557,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24336.371,0,20634.365,0,0,0,21248.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6844.7466,0,0,0,0,0,8219.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243751.14,0,0,0,0,0,13438.033,14647.614,0
38084,299.1122387,5.6771674,,,,,,,,,,,0,0,36330.43,0,111982.9,0,14229.715,0,12288.324,13070.6455,5865.9834,36145.312,65163.816,81608.85,0,0,45047.555,0,0,0,0,0,85350.9,0,0,5635.247,38191.508,68028.914,0,6524.3027,0,0,34338.133,0,0,87382.71,0,0,0,0,0,0,75654.22,24690.035,31964.125,0,0,19696.188,0,0,0,5982.125,0,0,0,20004.633,0,0,0,0,0,0,36442.055,0,0,10519.088,26602.887,56483.906,0,26929.855,11312.999,16161.586,6310.9927,4848.6045,0,4662.3086
38089,385.2182502,5.674662,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,69647.805,0,0,0,177236.52,0,0,0,0,0,0,0,0,67378.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38091,198.148176,5.6773534,,,,,,,,,,,0,0,1306099,28595.438,2070784.8,68984.72,727036.56,5603.992,429531.34,582878.94,392186.25,854577.75,1026837.56,1571666.2,35229.598,5189.8057,1021238.9,0,164897.12,0,137678.16,512958.66,1473236.1,166179.69,1057624.5,130686.414,852253.1,1029124.5,501404.7,419548.1,75707.2,0,380738.38,0,0,1704606.4,306983.8,0,0,745443.56,0,0,1473424.8,677250.44,648246,473537.06,23693.47,1176140.2,151372.39,77695.99,345811.4,1248044.8,402087.4,0,45826.438,185547.16,0,0,0,0,0,0,398487.88,463480.56,53368.44,895260.7,862980,3331035.2,116317.06,1159826.4,620883.5,604298.9,572468.06,520612.16,482522.3,773711.44
38093,204.1142582,5.672065,,,,,,,,,,,0,0,151808.08,0,350825.25,5824.7563,177530.8,0,42499.59,48229.773,48017.59,150615.92,178742.12,237883.84,0,0,98523.516,0,10068.072,0,0,55569.754,266742.16,42539.727,81633.336,34674.305,169677.23,143372.97,36269.43,31489.832,0,0,51881.473,0,0,247043.39,32035.592,0,0,199391.55,0,0,190357.25,122305.89,110603.57,102382.87,0,211624.5,5478.5,0,51788.703,350347.25,94839.98,0,0,20144.14,0,0,0,0,0,0,63572.062,30182.4,0,131491.12,185373,576343.4,0,211506.77,102758.42,97976.23,97172.44,57131.05,80999.46,104133.03
38100,277.1303583,5.6780972,,,,,,,,,,,0,0,112856.94,0,265184.8,9881.993,94788.78,0,30686.111,46897.047,45245.69,76035.89,124298.3,185846.16,0,0,76118.1,0,8419.968,0,0,18642.652,140897.47,0,37658.785,28119.395,91324.89,119443.875,20651.553,29475.42,10252.941,0,47596.566,0,0,172014.17,0,0,0,11419.473,0,0,156278.78,38659.844,44319.38,0,0,136076.78,4995.4463,0,0,27062.404,5230.8076,0,0,14525.982,0,0,0,0,0,0,38018.277,17636.883,0,63936.37,44380.992,203814.27,0,98903.07,42773.95,46273.805,43706.27,52691.266,14544.155,45880.816
38102,232.1090633,5.670172,,,,,,,,,,,0,0,204285.94,0,394148,7440.537,178148.67,0,46856.035,76694.11,56915.28,153660.72,220252.06,279866.34,5374.406,0,119804.02,0,35040.625,0,0,97660.95,303553.2,62591.92,158747.17,33115.4,210970.31,185988.62,58121.438,42087.367,5138.1,0,64726.83,0,0,272561.97,27748.518,0,0,186788.2,0,0,241653.47,132379.22,108350.53,136886.78,0,227661,12511.129,0,37930.344,194283.64,175204.11,0,0,30092.27,0,0,0,0,0,0,54492.39,43190.32,0,182533.9,170441.25,507572.2,0,242635.23,103760.43,104738.516,106587.195,100498.95,66889.27,103392.02
38103,900.497539,5.7020245,,,,,,,,,,,0,0,0,0,0,0,0,0,0,6232.4014,17417.008,0,0,10863.73,166634.28,0,48375.36,0,10275.975,0,0,7824.8027,0,269606.22,0,8262.436,36816.13,87747.016,0,0,45899.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54076.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47266.56,65720.93,39925.566,0,0,56971.395,53343.133,13815.564,0,6618.092,0,71977.1,5813.4785
38107,290.2679701,5.674411,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1355491.6,0,0,867721.5,59187.65,0,99780.66,0,0,603094.4,0,0,1245728.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53755.63,49903.016,22844.543,56802.758,0,43290.527
38108,558.2055982,5.6810584,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53385.965,18875.172,0,0,0,0,0,0,0,45972,14742.498,49074.895,4803.6494,10492.991,122189.42,0,6162.706,0,0,25282.332,0,0,0,0,0,0,18432.184,0,0,0,0,23540.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5191.3994,0,0
38111,698.4674354,5.6565814,,,,,,,,,,,0,0,98840.39,12914.777,346952.16,1518216.8,297642.56,360939.44,16984.295,77365.125,79168.54,151847.66,267015.88,230682.47,15837.713,0,93260.086,12883.414,501495.06,0,16063.892,274363.47,192806.6,156470.11,722926.56,35208.105,248528.62,177759.31,737859,73837.72,121725.69,0,7446.172,0,0,239811.08,93018.35,0,0,151608.14,0,0,190046.06,74055.766,54010.53,105968.12,0,414196.5,22475.023,10904.524,750244.5,363470.66,332904.25,0,172975,29690.719,0,0,0,0,0,0,88171.99,186100,5832.243,27280.344,124471.63,333727.62,57651.96,406186.06,110515.92,129602.54,107217.8,84701.234,826320.5,98655.89
38112,648.3920552,5.680385,,,,,,,,,,,0,0,184722.6,5680.192,578870.94,5341.323,141363.27,6556.104,34487.73,144962.28,70121.94,179399.22,455473.66,352403.8,11647.032,0,183322.72,0,67740.32,0,0,85411.836,287266.66,0,33624.504,57655.586,161279.92,410170.7,60240.73,114454.29,0,0,31092.422,0,0,366524.1,0,0,0,56911.617,0,0,242715.25,85863.16,132058.1,93504.85,0,168834.34,26044.379,0,9634.27,88252.58,49804.58,0,0,0,0,0,0,0,0,0,38001.95,101395.484,0,19841.945,101681.19,133790.9,6593.6484,186580.14,60851.953,76595.01,74577.375,41791.93,14859.016,63271.984
38114,582.3212476,5.7104707,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6709.25,0,0,0,0,0,0,0,0,364507.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24721.564,0,0,0,0,0,0,0,0,0,0,0
38118,462.3287715,5.686164,,,,,,,,,,,0,0,0,0,0,55669.766,21634.982,123227.59,0,0,0,12998.335,0,0,0,0,0,0,138431.67,0,0,0,0,0,78437.91,0,0,0,43421.74,0,52546.42,0,0,0,0,0,0,0,0,0,0,0,5404.8535,14278.389,0,0,0,77885.336,0,0,103659.74,0,0,0,63110.555,0,0,0,0,0,0,0,0,0,0,0,0,21162.836,12181.43,0,11845.739,24239.643,19979.96,24391.271,131901.7,21774.584
38121,259.1319195,5.678105,,,,,,,,,,,62745.453,39964.566,92356.195,109695.73,97449,130853.3,28716.746,110853.24,272549.66,226617.22,201716.92,147372.19,75431.17,202771.66,189786.55,24417.498,86504.52,51707.066,90473.66,238066.27,67442.52,154058.12,60659.68,113421.84,52157.16,86452.016,103077.875,63596.48,58294.43,60714.21,71696.195,125863.32,71213.49,0,0,39661.676,139714.8,0,0,94171.98,0,0,49337.945,73373.266,91313.234,42200.69,0,85643.086,106656.12,0,78091.81,27253.648,112826.625,0,0,0,0,0,0,0,0,0,0,205319.08,66298.984,105059.5,65269.2,19282.043,216830.22,181737.08,34150.01,152701.14,78464.875,47252.152,122047.625,32241.422
38124,277.1425005,5.729695,,,,,,,,,,,100441.195,253084.72,261942.44,106716.74,69019.59,147036.06,21140.28,187663.06,90146.98,269039,156120.53,193388.03,110837.13,100416.92,74000.99,105130.47,190498.44,257904.92,96531.01,228680.31,71757.31,119002.164,90416.94,246425.64,64175.918,72449.01,90788.93,65964.14,107080.43,67118.336,77455,120958.4,309180,0,0,50500.652,54403.914,0,0,172538.11,0,0,148553.42,172626.4,48249.387,176485.64,0,38738.64,87137.195,0,100018.85,24488.584,135674.58,0,0,0,0,0,0,0,0,0,0,121004.76,139126.72,113768.02,46487.867,47903.78,113503.33,100764.38,183992.61,131748.75,189328.9,106700.234,71413.73,85320.05
38126,214.1430106,5.6077533,,,,,,,,,,,0,0,122129.18,0,187679.67,11746.064,128821,10353.824,62893.023,54871.074,75301,212411.55,99110.46,203788.27,0,0,82570.75,0,4613.59,0,38704.188,230334.19,286489.47,312151.06,669690.2,0,169728.97,75101.72,167929.27,63754.184,0,0,18772.855,0,0,240134.73,106163.85,0,0,383450.7,0,0,160687.17,148292.42,111405.66,190253.52,0,205451.62,8017.9287,12082.441,114232.84,560865,480379.28,0,11480.197,12884.195,0,0,0,0,0,0,82483.62,48993.27,0,224370.23,277195.44,899046.06,10411.599,209022.23,171665.56,135316.12,163642.62,111373.52,124864.52,178258.19
38127,255.1119026,5.6464524,,,,,,,,,,,0,0,114821.586,12870.026,45124.33,15174.885,51350.816,0,0,0,0,0,0,0,0,5175.323,0,0,0,0,0,52176.695,0,0,0,0,0,5578.8584,4545.6445,0,4944.5186,0,0,0,0,0,0,0,0,0,0,0,0,128626.02,28880.541,59911.96,0,0,5621.1387,0,164006.97,51463.336,78084.49,0,0,0,0,0,0,0,0,0,0,28058.453,21510.795,0,86706.266,71964.75,0,5971.8867,11658.953,12237.16,16206.146,11942.936,26685.691,5803.3193
38129,470.320686,5.684125,,,,,,,,,,,0,0,18028.852,0,38044.137,0,15977.098,0,0,0,46580.62,101272.32,10361.286,12229.644,0,0,0,0,0,0,0,58528.566,9774.518,199193.39,284855.4,0,10858.102,0,11104.016,0,0,0,0,0,0,10023.335,0,0,0,40574.086,0,0,10387.802,22045.002,0,0,0,5439.5605,0,0,0,82266.664,55957.367,0,0,0,0,0,0,0,0,0,0,0,0,11313.779,0,172048.03,0,12764.064,6686.287,33218.555,27476.355,11754.171,37989.37,11518.013
38130,474.2891295,5.686091,,,,,,,,,,,0,0,6016.992,28409.385,6413.848,9483.315,28721.521,0,17096.074,12152.572,0,0,7365.763,5294.6055,14928.016,26109.934,28223.297,0,16194.91,5243.4414,5570.7607,8619.789,5589.0815,24562.555,0,7992.1562,30612.607,12915.307,0,19284.361,4766.805,0,10802.247,0,0,6197.7275,0,0,0,0,0,0,5084.703,7537.199,0,5450.709,0,4511.879,24194.016,0,6333.212,0,0,0,0,140082.6,0,147555.27,0,0,0,0,131954.53,38143.18,55144.812,46294.848,0,5416.1533,40317.94,39249.61,5527.2266,18206.822,12957.458,0,51704.195,7342.9785
38132,339.226515,5.683669,,,,,,,,,,,0,0,13311.683,0,37849.64,9912.773,5637.359,0,0,0,0,11135.767,0,9545.774,0,0,13137.145,0,0,0,10513.674,0,49565.047,0,36715.4,0,0,0,167195.6,12418.105,0,0,0,0,0,23163.26,0,0,0,39246.59,0,0,6050.0273,0,0,26747.207,0,0,17983.623,0,7009.4277,61834.656,38112.957,0,0,0,0,0,0,0,0,0,0,18463.8,0,240651.56,45051.383,270130.8,5971.7217,128654.4,20820.86,16030.854,16879.498,4853.469,70133,12741.318
38138,372.2560062,5.6834106,,,,,,,,,,,0,0,30816.723,0,51907.336,10642.891,6359.1885,0,0,0,0,9732.229,0,12559.706,0,0,26523.428,0,0,0,10831.928,0,98178.4,0,35611.38,0,0,11346.793,14955.582,22373.852,0,0,11458.881,0,0,40654.99,0,0,0,51855.996,0,0,20501.531,0,11707.976,53216.594,0,4263.127,41255.043,0,0,102039.016,45679.625,0,0,0,0,0,0,0,0,0,0,43227.152,0,372318.16,60697.82,309582.2,10789.543,199250.7,16448.2,12501.974,24015.467,20273.402,91349.586,24188.855
38140,930.5443839,5.687468,,,,,,,,,,,0,0,12337.176,29559.164,6234.954,8988.245,23500.422,0,7484.6597,10517.014,4836.4893,0,5341.8477,5799.798,18627.117,21121.793,16181.706,6374.1055,12912.311,0,0,6290.037,0,36711.945,0,5622.713,34975.37,10098.648,0,5832.799,0,0,16415.164,0,0,0,0,0,0,0,0,0,14273.174,10196.29,0,0,0,0,52929.863,0,4863.1035,6180.791,0,0,0,53905.1,0,61755.203,0,0,0,0,54921.355,48702.207,58424.246,50060.33,0,0,54761.82,55032.516,20012.75,14119.991,19434.62,4777.0674,65965.664,18614.129
38145,425.260586,5.68723,,,,,,,,,,,0,0,170094.48,0,308526.56,0,61199.504,0,62812.46,22400.408,28007.607,86574.55,34148.54,110350.99,0,0,162838.5,0,0,0,126075.16,52466.844,622562.1,0,9022.15,5344.663,66422.74,107448.77,0,188822.38,0,0,128139.71,0,0,276706.62,91790.58,0,0,367016.25,0,0,149701.02,74989.9,128043.19,349939.78,0,55619.453,99854.516,0,53882.18,621528.56,364316.56,0,0,0,0,0,0,0,0,0,0,148303.7,0,1122851.5,458188.5,1267722.5,45477.766,583448,106505.96,91430.67,142286.73,92557.836,188940,107354.81
38148,627.4134947,5.681649,,,,,,,,,,,0,0,90665.586,0,315648.38,13540.02,128395.164,0,4753.662,72728.58,28665.111,81258.31,231776.4,190266.1,0,0,97561.02,0,66384.125,0,0,45549.52,117223.016,0,65945.59,25448.277,97176.664,212147.9,118376.18,46173.027,0,0,5189.631,0,0,160356.39,0,0,0,22249.676,0,0,137466.9,34543.55,41790.1,37962.82,0,187200.94,11878.201,0,17475.92,41478.668,15041.494,0,0,12348.836,0,0,0,0,0,0,53542.047,87703.44,0,22797.734,44840.28,107915.5,11950.57,189458,70261.24,62736.77,55639.55,50349.133,19160.664,54666.016
38149,428.1588809,5.6873603,,,,,,,,,,,0,0,0,0,0,35473.77,0,0,0,0,0,0,0,0,0,0,0,0,8855.203,0,0,0,0,0,84536.85,0,0,0,89012.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21956.111,0,0,28375.346,0,0,0,50670.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38153,429.3499539,5.688065,,,,,,,,,,,0,0,0,0,0,327994.8,151488.02,156668.94,0,0,0,0,0,4747.634,0,0,0,0,166970.06,0,5014.245,0,0,0,265755.25,0,0,0,300336.72,0,110276.19,0,0,0,0,0,0,0,0,0,0,0,0,18877.94,5760.8145,0,46886.305,218350.19,0,0,286576.84,0,0,0,407684.66,0,0,0,0,0,0,0,0,0,0,0,0,4961.0723,70654.51,0,125655.57,0,145167.03,40957.89,229565.67,124749.45
38155,389.1577623,5.670838,,,,,,,,,,,346547.5,166164.5,99956.78,372602.34,265347.56,79582.82,143562.78,140030.53,77249.68,192083.58,329790.25,151001.64,156045.66,171668.88,198063.92,130527.25,105385.29,132129.22,100886.8,358053.72,297750.3,101066.016,231611.72,121140.54,71750.28,75798.5,188481.44,85351.734,89233,242702.98,45116.83,229238.47,237152.8,0,0,183420.97,114148.625,0,0,133086.34,0,0,156310.17,337890,159000.38,126372.48,0,150218.72,294673.47,0,46186.1,120089.766,178694.64,0,0,0,0,0,0,0,0,0,0,86163.586,152800.16,332756.97,106625.555,45109.29,374860.44,177379.95,321815.75,131461.7,35600.324,68472.625,123885.516,167364.44
38156,508.2975691,5.6790013,,,,,,,,,,,0,0,0,0,0,247103.61,26678.541,172437.61,0,17048.914,0,34352.418,0,0,0,0,0,0,37143.83,0,0,0,5566.8657,0,351374.03,0,0,0,590031.4,0,34058.54,0,0,0,0,0,0,0,0,0,0,0,17174.355,5858.131,0,0,0,12853.376,0,0,0,57199.008,26079.523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64123.883,0,0,57297.547,70967.555,64846.62,59389.793,11912.89,62611.39
38158,405.7869276,5.686226,,,,,,,,,,,0,0,0,0,61486.707,7416.0225,34637.867,5639.9775,0,14772.656,0,55949.97,42921.812,25952.99,0,0,9995.965,0,46759.05,0,0,0,0,0,15312.824,0,15867.5625,31179.646,116334.81,4706.3027,0,0,0,0,0,29267.357,0,0,0,0,0,0,35034.887,0,0,16334.158,0,27861.168,0,0,0,6808.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9537.084,0,0,67830.48,12717.33,16385.832,7934.467,14926.928,4391.1064,5749.6836
38159,810.5668791,5.6874003,,,,,,,,,,,0,0,18767.486,0,71245.734,0,40006.117,12316.152,0,18618.605,4986.649,66884.04,60648.695,35183.69,0,0,20249.617,0,38439.742,0,0,0,0,0,62779.05,0,32495.145,42809.332,189466.34,5597.696,0,0,0,0,0,41693.555,0,0,0,0,0,0,36075.48,0,0,21246.867,0,70445.625,0,0,9344.558,6977.9375,6242.373,0,0,0,0,0,0,0,0,0,0,0,0,0,20410,0,0,75579.5,7372.49,6987.9053,7277.3223,5373.21,0,14957.133
38160,486.3155581,5.6762505,,,,,,,,,,,0,0,0,0,0,526106.75,66771.76,246687.94,40796.035,0,0,45567.88,0,0,0,0,0,0,75641.734,0,0,0,37308.582,0,1119702.1,0,0,0,1987592.5,0,57975.51,0,0,0,0,0,0,0,0,5463.258,0,0,0,18189.02,0,0,0,80645.24,0,0,21176.477,74428.08,18932.42,0,0,0,0,0,0,0,0,0,0,0,0,0,10533.159,88976.66,0,0,97628.75,103343.195,114785.91,96409.62,82571.164,101548.2
38161,832.5488713,5.6850724,,,,,,,,,,,0,0,6551.2065,0,54330.52,0,5633.152,0,0,6601.267,11800.557,65672.72,46911.68,20149.873,0,0,13926.588,0,10679.67,0,0,5274.8257,0,0,0,0,22840.473,37241.863,0,19075.45,0,0,0,0,0,41179.25,0,0,0,4906.6875,0,0,16167.348,0,0,24196.932,0,12839.08,0,0,0,6027.9863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23909.598,0,0,26438.14,0,0,0,0,0,0
38168,637.3887214,5.672226,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14016.725,0,243202.02,0,0,0,0,5075.1807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4802.8047,5089.7954,14299.506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38169,387.1785174,5.7062473,,,,,,,,,,,53115.38,149007.34,106246.99,41446.08,231231.12,33293.7,119284.13,106498.305,66332.86,162970.48,86929.41,62624.035,91068.27,98213.81,90935.92,198039.06,123549.94,106756.07,115215.58,260210.94,251945.75,98007.46,94585.42,24725.605,35015.02,26722.78,23402.059,51169.484,25251.936,114884.266,179072.12,124741.39,222801.55,0,0,198565.92,50533.61,0,0,66844.445,0,0,85560.19,114812.375,118740.34,55710.6,0,43527.336,291984.62,0,105995.85,126759.625,175139.3,0,0,0,0,0,0,0,0,0,0,175554,81274.9,79859.26,168372.36,97295.56,180910.23,57946.96,128742.98,67247.1,80042.664,77607.2,115390.96,74248.016
38172,428.3465351,5.6909275,,,,,,,,,,,0,0,0,0,0,1458264.9,646348.1,644542.2,20401.596,0,8846.51,32744.22,0,42375.6,0,0,0,0,664690.9,0,75708.484,0,41844.12,0,1184891.1,0,0,0,1227087.4,0,454728.28,0,0,0,0,6285.214,0,0,0,0,0,0,54256.805,99694.95,70162.95,0,218096.25,986846.6,0,0,1173545.6,5147.8613,0,0,1739202.5,0,0,0,0,0,0,0,0,0,0,38536.125,0,89284.766,310132.5,0,527150,0,570632.4,374471.12,947385.1,529302.2
38177,228.1779292,5.685895,,,,,,,,,,,0,0,0,0,0,160747.84,58440.797,67153.8,0,0,0,0,0,0,0,0,0,0,45083.05,0,0,0,0,0,309698.12,0,0,0,448658.06,0,25074.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133275.6,0,0,104267.56,0,0,0,57168.45,0,0,0,0,0,0,0,0,0,0,0,0,26399.695,16609.377,0,44468.883,44409.36,40631,38090.824,160665.75,50032.113
38180,457.2893001,5.688164,,,,,,,,,,,0,0,0,0,0,209557.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55830.05,5542.005,23877.344,78904.01,0,0,0,86752.234,0,0,0,0,0,0,0,0,0,0,115859.77,0,0,0,0,0,0,0,17772.695,0,0,78830.96,200817.33,153022.81,0,0,0,0,0,0,0,0,0,0,48709.43,0,0,5774.177,68114.63,0,31608.572,0,5720.4893,0,0,53198.824,0
38186,597.4028286,5.657767,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15614.099,0,0,0,75276.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280885.97,0,0,0,0,0,0,4686.503,0
38188,679.4591208,5.6923847,,,,,,,,,,,0,0,0,0,0,309424.3,60451.68,90825.99,0,0,0,0,0,0,0,0,0,0,78489.4,0,0,0,0,0,404170.38,0,0,0,501434.56,0,28690.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238347.64,0,0,263807.75,0,0,0,63763.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34795.273,66193.63,50988.35,59849.95,82484.625,47997.97
38189,657.4773919,5.6933684,,,,,,,,,,,0,0,0,0,0,90392.97,0,8478.4,0,0,0,0,0,0,0,0,0,0,10489.965,0,0,0,0,0,316678.78,0,0,0,566587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58942.133,0,0,47626.613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7043.015,0,5752.515,51337.56,0
38191,542.2106385,5.701978,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13565.114,0,0,0,0,0,0,0,0,11777.52,0,26664.572,0,0,84413.234,0,0,0,0,0,5650.839,0,0,0,0,0,0,0,0,0,0,17477.488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38196,311.2318359,5.6925297,,,,,,,,,,,0,0,0,0,0,1927969.9,512324.94,633106.1,0,0,0,19267.918,0,16204.751,0,0,0,0,690951.6,0,35400.207,0,29074.172,0,3647757,0,0,0,4933600.5,0,391983.3,0,0,0,0,0,0,0,0,0,0,0,33030.2,59480.02,37991.117,0,23882.344,1561129.6,0,0,1230998.2,0,0,0,580587.56,0,0,0,0,0,0,0,0,0,0,36346.55,0,88282.45,220242.56,0,481499.44,514250.78,498439.56,420318.84,1383239,491550.2
38197,329.2422912,5.692447,,,,,,,,,,,259854.92,302444.25,234828.62,264047.4,286418.38,6.29E+07,1.87E+07,2.08E+07,626215.9,120359.086,303164.9,842441.25,172144.67,817561.44,141556.2,183051.55,105136.83,118118.3,2.38E+07,157233.27,1703171.2,143971.05,942158.44,120325.5,1.16E+08,269855.97,222952.92,87662.875,1.59E+08,244058.06,1.33E+07,253467.08,323134.8,0,0,372605.1,36943.664,0,0,10970.917,0,0,1259354.5,2421636.5,1585655.4,32906.445,1142540.8,4.90E+07,0,0,4.25E+07,5791.003,41187.383,0,1.82E+07,0,0,0,0,0,0,0,44752.88,12954.554,22250.219,1018376.3,18809.043,1961729.8,7210658.5,5124.783,1.63E+07,1.77E+07,1.65E+07,1.50E+07,4.23E+07,1.61E+07
38198,330.2401715,5.6902485,,,,,,,,,,,0,0,0,0,0,498077.75,129059.414,152664.17,0,0,0,0,0,0,0,0,0,0,167663.94,0,0,0,0,0,811020,0,0,0,1270265.4,5557.2964,81279.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382860.22,0,0,349405.3,0,0,0,128369.57,0,0,0,0,0,0,0,0,0,0,0,0,0,43495.61,0,111567.71,125134.74,110947.13,100281.14,308788.38,107429.96
