formulaRank,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,mappingFeatureId,overallFeatureQuality
1,C29H55N9O8,[M + Na]+,C29H55N9NaO8+,Amino acids and Peptides,0.927,Oligopeptides,0.918,Cyclic peptides,0.333,Organic acids and derivatives,0.961,Carboxylic acids and derivatives,0.935,"Amino acids, peptides, and analogues",0.823,Peptides,0.502,Peptides,0.502,"Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Dialkyl ethers; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",680.404,323,5.391,7.34257E+17,7.34231E+17,35429,
1,C26H50N10O10,[M + Na]+,C26H50N10NaO10+,Amino acids and Peptides,0.441,Oligopeptides,0.625,Cyclic peptides,0.26,Organic acids and derivatives,0.968,Carboxylic acids and derivatives,0.915,Carboxylic acid derivatives,0.878,Carboxylic acid amides,0.796,Hydroxamic acids,0.825,Organic compounds; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxamic acids; Carboxylic acid amides; Carboxylic acid derivatives; Dialkyl ethers; Primary carboxylic acid amides; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,685.359,323,5.391,7.34257E+17,7.34231E+17,35446,
1,C26H44N12O10,[M + Na]+,C26H44N12NaO10+,Amino acids and Peptides,0.81,Oligopeptides,0.848,Linear peptides,0.387,Organic acids and derivatives,0.985,Carboxylic acids and derivatives,0.951,"Amino acids, peptides, and analogues",0.699,Amino acids and derivatives,0.679,Alpha amino acids and derivatives,0.662,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",707.318,323,5.391,7.34257E+17,7.34231E+17,35514,
1,C45H57N5O5,[M + H]+,C45H58N5O5+,Amino acids and Peptides,0.985,Oligopeptides,0.823,Linear peptides,0.362,Organic acids and derivatives,0.996,Carboxylic acids and derivatives,0.992,"Amino acids, peptides, and analogues",0.981,Peptides,0.65,Peptides,0.65,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",748.441,323,5.391,7.34257E+17,7.34231E+17,35723,
1,C20H26O8,[M + H]+,C20H27O8+,Terpenoids,0.995,Triterpenoids,0.984,Quassinoids,0.997,Lipids and lipid-like molecules,0.9,Prenol lipids,0.871,Terpene lactones,0.966,Quassinoids,0.966,Quassinoids,0.966,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Naphthalenes; Lactones; Pyrans; Ketones; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Delta valerolactones; Terpene lactones; Cyclic alcohols and derivatives; Naphthopyrans; Secondary alcohols; Tertiary alcohols; Oxepanes; Carbonyl compounds; Oxanes; Quassinoids; Polyols; Tetrahydrofurans; Cyclic ketones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities,395.168,323,5.391,7.34257E+17,7.34231E+17,36597,
1,C35H48N6O7,[M + H]+,C35H49N6O7+,Amino acids and Peptides,1,Oligopeptides,0.994,Cyclic peptides,0.387,Organic acids and derivatives,1,Carboxylic acids and derivatives,1,"Amino acids, peptides, and analogues",0.999,Peptides,0.988,Oligopeptides,0.957,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Phenylalanine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities",665.363,324,5.392,7.34257E+17,7.34231E+17,35541,
1,C34H53N5O5S,[M + Na]+,C34H53N5NaO5S+,Amino acids and Peptides,0.998,Oligopeptides,0.995,Linear peptides,0.487,Organic acids and derivatives,0.998,Carboxylic acids and derivatives,0.994,"Amino acids, peptides, and analogues",0.994,Peptides,0.894,Peptides,0.894,"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; Primary amines; Dialkylthioethers; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",666.367,324,5.392,7.34257E+17,7.34231E+17,35613,
1,C20H26O7,[M + H]+,C20H27O7+,Terpenoids,0.989,Triterpenoids,0.984,Quassinoids,0.994,Lipids and lipid-like molecules,0.845,Prenol lipids,0.763,Terpene lactones,0.915,Quassinoids,0.961,Quassinoids,0.961,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Naphthalenes; Lactones; Pyrans; Ketones; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Delta valerolactones; Terpene lactones; Cyclic alcohols and derivatives; Naphthopyrans; Secondary alcohols; Oxepanes; Carbonyl compounds; Oxanes; Quassinoids; Polyols; Benzenoids; Tetrahydrofurans; Cyclic ketones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities,379.173,324,5.392,7.34257E+17,7.34231E+17,35341,
1,C25H43N7O11,[M + Na]+,C25H43N7NaO11+,Amino acids and Peptides,0.738,Oligopeptides,0.903,Cyclic peptides,0.683,Organic acids and derivatives,0.97,Carboxylic acids and derivatives,0.916,Carboxylic acid derivatives,0.863,Carboxylic acid amides,0.84,Secondary carboxylic acid amides,0.588,Organic compounds; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxamic acids; Carboxylic acid amides; Carboxylic acid derivatives; Dialkyl ethers; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,640.292,324,5.392,7.34257E+17,7.34231E+17,35498,
1,C20H22O8,[M + H]+,C20H23O8+,Terpenoids,0.953,Sesquiterpenoids,0.449,Quassinoids,0.408,Lipids and lipid-like molecules,0.851,Prenol lipids,0.699,Terpene lactones,0.767,,,Terpene lactones,0.767,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Ketones; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Gamma butyrolactones; Terpene lactones; Cyclic alcohols and derivatives; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Tetrahydrofurans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,391.138,324,5.393,7.34257E+17,7.34231E+17,34036,
1,C20H22O8,[M + H]+,C20H23O8+,Terpenoids,0.947,Triterpenoids,0.745,Quassinoids,0.909,Lipids and lipid-like molecules,0.811,Prenol lipids,0.63,Terpene lactones,0.808,Quassinoids,0.818,Quassinoids,0.818,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Naphthalenes; Lactones; Pyrans; Ketones; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Gamma butyrolactones; Terpene lactones; Cyclic alcohols and derivatives; Naphthopyrans; Secondary alcohols; Oxepanes; Carbonyl compounds; Oxanes; Quassinoids; Tetrahydrofurans; Cyclic ketones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities,391.138,324,5.393,7.34257E+17,7.34231E+17,35339,
1,C14H25NO10,[M + Na]+,C14H25NNaO10+,Carbohydrates,0.708,Aminosugars and aminoglycosides,0.375,Cyanogenic glycosides,0.312,Organic oxygen compounds,1,Organooxygen compounds,1,Carbohydrates and carbohydrate conjugates,0.618,,,Carbohydrates and carbohydrate conjugates,0.618,Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Polyols; Methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,390.136,324,5.393,7.34257E+17,7.34231E+17,35406,
1,C19H20N2O7,[M + H]+,C19H21N2O7+,Amino acids and Peptides,0.657,Tryptophan alkaloids,0.292,Pyrroloquinoline alkaloids,0.043,Organic acids and derivatives,1,Carboxylic acids and derivatives,0.999,"Amino acids, peptides, and analogues",0.542,Amino acids and derivatives,0.541,Amino acids and derivatives,0.541,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Methyl esters; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",389.133,324,5.393,7.34257E+17,7.34231E+17,35416,
1,C16H18N2O6,[M + Na]+,C16H18N2NaO6+,Alkaloids,0.636,Tryptophan alkaloids,0.503,Pyrroloquinoline alkaloids,0.269,Organic acids and derivatives,0.991,Carboxylic acids and derivatives,0.985,"Amino acids, peptides, and analogues",0.684,Amino acids and derivatives,0.684,Alpha amino acids and derivatives,0.603,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Benzenoids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",357.107,324,5.393,7.34257E+17,7.34231E+17,35423,
1,C17H16N2O5,[M + H]+,C17H17N2O5+,Alkaloids,0.798,Tryptophan alkaloids,0.399,Pyrroloquinoline alkaloids,0.459,Organoheterocyclic compounds,0.966,Heteroaromatic compounds,0.76,,,,,Heteroaromatic compounds,0.76,Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,329.112,324,5.393,7.34257E+17,7.34231E+17,35427,
1,C11H17FN2O4,[M + Na]+,C11H17FN2NaO4+,Alkaloids,0.589,Small peptides,0.276,Imidazole alkaloids,0.086,Organic acids and derivatives,0.937,Carboxylic acids and derivatives,0.901,"Amino acids, peptides, and analogues",0.522,Amino acids and derivatives,0.521,Amino acids and derivatives,0.521,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Aryl fluorides; Carboxylic acid derivatives; Fluorobenzenes; Organofluorides; Carbonyl compounds; Aryl halides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",283.107,324,5.393,7.34257E+17,7.34231E+17,35437,
1,C17H14N2O4,[M + H]+,C17H15N2O4+,Shikimates and Phenylpropanoids,0.663,Coumarins,0.894,Simple coumarins,0.712,Phenylpropanoids and polyketides,0.547,Coumarins and derivatives,0.804,,,,,Coumarins and derivatives,0.804,Organic compounds; Organoheterocyclic compounds; Lactones; Pyrans; Benzopyrans; Coumarins and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Pyranones and derivatives; Carboxylic acid derivatives; Carbonyl compounds; Benzenoids; 1-benzopyrans; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,311.101,324,5.393,7.34257E+17,7.34231E+17,35438,
1,C34H42N8O11,[M + K]+,C34H42KN8O11+,Amino acids and Peptides,0.592,Oligopeptides,0.532,Pyridine alkaloids,0.108,Organic acids and derivatives,0.98,Carboxylic acids and derivatives,0.912,"Amino acids, peptides, and analogues",0.832,Amino acids and derivatives,0.824,Amino acids and derivatives,0.824,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",777.258,324,5.393,7.34257E+17,7.34231E+17,35443,
1,C19H17F3N2O5,[M + H]+,C19H18F3N2O5+,Alkaloids,0.393,Tyrosine alkaloids,0.011,Isoquinoline alkaloids,0.006,Benzenoids,0.996,Benzene and substituted derivatives,0.975,Phenyl-beta-methoxyacrylates,0.918,,,Phenyl-beta-methoxyacrylates,0.918,"Organic compounds; Organoheterocyclic compounds; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl fluorides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Organofluorides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Secondary amines; Alkyl halides; Methyl esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Vinylogous amides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Phenyl-beta-methoxyacrylates; Trifluoromethylbenzenes; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",411.115,324,5.393,7.34257E+17,7.34231E+17,35485,
1,C32H56N2O5,[M + Na]+,C32H56N2NaO5+,Amino acids and Peptides,0.769,Linear polyketides,0.395,Open-chain polyketides,0.346,Organic acids and derivatives,0.987,Carboxylic acids and derivatives,0.971,"Amino acids, peptides, and analogues",0.649,Amino acids and derivatives,0.634,Amino acids and derivatives,0.634,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Dialkyl ethers; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Tertiary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",571.405,324,5.394,7.34257E+17,7.34231E+17,35378,
1,C27H50N4O6,[M + H]+,C27H51N4O6+,Amino acids and Peptides,0.937,Small peptides,0.636,Tripeptides,0.517,Organic acids and derivatives,0.998,Carboxylic acids and derivatives,0.996,"Amino acids, peptides, and analogues",0.928,Peptides,0.722,Peptides,0.722,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",527.379,324,5.394,7.34257E+17,7.34231E+17,35417,
1,C24H42O7,[M + Na]+,C24H42NaO7+,Terpenoids,0.75,Diterpenoids,0.283,Cardenolides,0.163,Lipids and lipid-like molecules,0.842,,,,,,,Lipids and lipid-like molecules,0.842,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,465.284,324,5.395,7.34257E+17,7.34231E+17,35471,
1,C13H24N4O8,[M + K]+,C13H24KN4O8+,Carbohydrates,0.869,Aminosugars and aminoglycosides,0.774,Aminoglycosides,0.636,Organic oxygen compounds,1,Organooxygen compounds,0.994,Carbohydrates and carbohydrate conjugates,0.785,Monosaccharides,0.659,Monosaccharides,0.659,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monosaccharides; Secondary alcohols; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,403.122,324,5.396,7.34257E+17,7.34231E+17,34820,
1,C24H42N4O5,[M + H]+,C24H43N4O5+,Amino acids and Peptides,0.929,Small peptides,0.701,Tripeptides,0.491,Organic acids and derivatives,0.999,Carboxylic acids and derivatives,0.998,"Amino acids, peptides, and analogues",0.947,Peptides,0.646,Dipeptides,0.54,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Fatty Acyls; Acetamides; Organic oxides; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities",467.321,324,5.396,7.34257E+17,7.34231E+17,35003,
1,C16H18O2,[M + H]+,C16H19O2+,Terpenoids,0.984,Sesquiterpenoids,0.87,Humulane sesquiterpenoids,0.586,Lipids and lipid-like molecules,0.663,Prenol lipids,0.694,,,,,Prenol lipids,0.694,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Dihydrofurans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,243.137,324,5.397,7.34257E+17,7.34231E+17,36388,
1,C10H19NO3,[M + H]+,C10H20NO3+,Fatty acids,0.925,Fatty Acids and Conjugates,0.369,Amino fatty acids,0.026,Lipids and lipid-like molecules,0.993,Fatty Acyls,0.994,Fatty acid esters,0.977,Fatty acid methyl esters,0.981,Fatty acid methyl esters,0.981,Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Methyl esters; Fatty acid methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,202.143,324,5.398,7.34257E+17,7.34231E+17,35487,
1,C18H28O9,[M + Na]+,C18H28NaO9+,Terpenoids,0.993,Triterpenoids,0.977,Quassinoids,0.994,Lipids and lipid-like molecules,0.886,Prenol lipids,0.867,Terpene lactones,0.96,Quassinoids,0.844,Quassinoids,0.844,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Naphthalenes; Lactones; Pyrans; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Delta valerolactones; Gamma butyrolactones; Terpene lactones; Cyclic alcohols and derivatives; Naphthopyrans; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Oxanes; Quassinoids; Polyols; Tetrahydrofurans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,411.164,324,5.399,7.34257E+17,7.34231E+17,35888,
1,C20H27FNO4,[M + H]+,C20H28FNO4+,Terpenoids,0.214,Cyclic polyketides,0.197,Pregnane steroids,0.05,Organohalogen compounds,1,Aryl halides,0.516,Aryl fluorides,0.809,,,Aryl fluorides,0.809,Organic compounds; Organoheterocyclic compounds; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Aryl fluorides; Carboxylic acid derivatives; Organofluorides; Carbonyl compounds; Aryl halides; Cyclic ketones; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,365.203,324,5.399,7.34257E+17,7.34231E+17,35502,
1,C14H20O3,[M + H]+,C14H21O3+,Fatty acids,0.479,Octadecanoids,0.466,Macrolide lactones,0.399,Organic acids and derivatives,0.832,Carboxylic acids and derivatives,0.756,Carboxylic acid derivatives,0.577,Carboxylic acid esters,0.555,Carboxylic acid esters,0.555,Organic compounds; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Cyclic ketones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,237.148,324,5.399,7.34257E+17,7.34231E+17,34890,
1,C29H55N3O16,[M + H]+,C29H56N3O16+,Carbohydrates,0.94,Aminosugars and aminoglycosides,0.555,Aminoglycosides,0.347,Organic oxygen compounds,1,Organooxygen compounds,0.999,Carbohydrates and carbohydrate conjugates,0.833,Glycosyl compounds,0.535,Glycosyl compounds,0.535,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,702.363,324,5.399,7.34257E+17,7.34231E+17,35561,
1,C26H44N12O10,[M + H]+,C26H45N12O10+,Carbohydrates,0.626,Oligopeptides,0.796,Cyclic peptides,0.291,Organic acids and derivatives,0.918,Carboxylic acids and derivatives,0.77,Carboxylic acid derivatives,0.674,Carboxylic acid amides,0.559,Hydroxamic acids,0.657,Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxamic acids; Carboxylic acid amides; Carboxylic acid derivatives; Primary carboxylic acid amides; Carbonyl compounds; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,685.337,324,5.399,7.34257E+17,7.34231E+17,35589,
