formulaRank,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,mappingFeatureId,overallFeatureQuality
1,C17H24O6,[M - H]-,C17H23O6-,Terpenoids,0.994,Sesquiterpenoids,0.972,Guaiane sesquiterpenoids,0.547,Lipids and lipid-like molecules,0.793,Prenol lipids,0.821,Terpene lactones,0.86,Sesquiterpene lactones,0.51,Sesquiterpene lactones,0.51,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Gamma butyrolactones; Terpene lactones; Cyclic alcohols and derivatives; Sesquiterpene lactones; Sesquiterpenoids; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Tetrahydrofurans; Pseudoguaianes; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities",323.151,345,5.755,7.35189E+17,7.35171E+17,37726,
1,C46H76N4O7,[M - H]-,C46H75N4O7-,Amino acids and Peptides,0.547,Oligopeptides,0.999,Depsipeptides,0.586,Organic acids and derivatives,1,Peptidomimetics,0.932,Depsipeptides,0.97,Cyclic depsipeptides,0.982,Cyclic depsipeptides,0.982,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Macrolactams; Macrolides and analogues; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Macrolide lactams; Depsipeptides; Cyclic depsipeptides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",795.566,348,5.803,7.35189E+17,7.35171E+17,37735,
1,C20H30O8,[M - H]-,C20H29O8-,Terpenoids,0.98,Triterpenoids,0.617,Quassinoids,0.808,Lipids and lipid-like molecules,0.797,Prenol lipids,0.825,Terpene lactones,0.785,Quassinoids,0.667,Quassinoids,0.667,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Ketones; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Terpene lactones; Cyclic alcohols and derivatives; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Oxanes; Quassinoids; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,397.188,351,5.857,7.35189E+17,7.35171E+17,37746,
1,C43H63N3O7,[M - H]-,C43H62N3O7-,Polyketides,0.945,Macrolides,0.833,Depsipeptides,0.43,Organic acids and derivatives,1,Peptidomimetics,0.739,Depsipeptides,0.913,Cyclic depsipeptides,0.958,Cyclic depsipeptides,0.958,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Macrolides and analogues; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Macrolide lactams; Depsipeptides; Cyclic depsipeptides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",732.456,349,5.814,7.35189E+17,7.35171E+17,37751,
1,C26H29N3O9,[M - H]-,C26H28N3O9-,Alkaloids,0.938,Ornithine alkaloids,0.096,Pyridine alkaloids,0.011,Organic acids and derivatives,1,Carboxylic acids and derivatives,1,Dicarboxylic acids and derivatives,0.557,,,Dicarboxylic acids and derivatives,0.557,Organic compounds; Organoheterocyclic compounds; Pyrrolines; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,526.185,350,5.828,7.35189E+17,7.35171E+17,37757,
1,C23H28O8,[M - H]-,C23H27O8-,Terpenoids,0.961,Triterpenoids,0.691,Limonoids,0.402,Organoheterocyclic compounds,1,Naphthopyrans,0.731,,,,,Naphthopyrans,0.731,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Naphthalenes; Lactones; Furans; Pyrans; Ketones; Alcohols and polyols; Epoxides; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Delta valerolactones; Cyclic alcohols and derivatives; Naphthopyrans; Secondary alcohols; Carbonyl compounds; Oxanes; Tetrahydrofurans; Dioxepanes; 1,4-dioxepanes; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities",431.173,354,5.894,7.35189E+17,7.35171E+17,37761,
1,C34H64N8O8,[M - H]-,C34H63N8O8-,Amino acids and Peptides,0.851,Oligopeptides,1,Cyclic peptides,0.521,Organic acids and derivatives,1,Peptidomimetics,0.671,Depsipeptides,0.786,Cyclic depsipeptides,0.843,Cyclic depsipeptides,0.843,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Macrolactams; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Secondary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Depsipeptides; Cyclic depsipeptides; Cyclic peptides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",711.477,349,5.814,7.35189E+17,7.35171E+17,37763,
1,C24H34O11,[M - H]-,C24H33O11-,Terpenoids,0.916,Triterpenoids,0.705,Limonoids,0.15,Organoheterocyclic compounds,0.999,Oxepanes,0.536,,,,,Oxepanes,0.536,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Ketones; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Cyclic alcohols and derivatives; Acetals; Secondary alcohols; Tertiary alcohols; Oxepanes; Carbonyl compounds; Oxanes; Polyols; Tetrahydrofurans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,497.205,342,5.707,7.35189E+17,7.35171E+17,37767,
1,C17H23NO10,[M - H]-,C17H22NO10-,Polyketides,0.571,Cyclic polyketides,0.47,Pyridine alkaloids,0.232,Organic oxygen compounds,1,Organooxygen compounds,1,Alcohols and polyols,0.898,Tertiary alcohols,0.637,Tertiary alcohols,0.637,Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Methyl esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,400.125,349,5.812,7.35189E+17,7.35171E+17,37769,
1,C24H32O11,[M - H]-,C24H31O11-,Terpenoids,0.95,Triterpenoids,0.614,Limonoids,0.153,Organoheterocyclic compounds,0.998,Lactones,0.925,Delta valerolactones,0.665,,,Delta valerolactones,0.665,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Ketones; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acids; Carboxylic acid esters; Delta valerolactones; Cyclic alcohols and derivatives; Secondary alcohols; Tertiary alcohols; Oxepanes; Carbonyl compounds; Oxanes; Tetrahydrofurans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,495.189,344,5.731,7.35189E+17,7.35171E+17,37770,
1,C41H65N3O7,[M - H]-,C41H64N3O7-,Polyketides,0.971,Oligopeptides,0.916,Depsipeptides,0.707,Organic acids and derivatives,1,Peptidomimetics,0.951,Depsipeptides,0.989,Cyclic depsipeptides,0.995,Cyclic depsipeptides,0.995,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Macrolactams; Macrolides and analogues; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Macrolide lactams; Depsipeptides; Cyclic depsipeptides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",710.474,349,5.814,7.35189E+17,7.35171E+17,37775,
1,C45H70N4O8,[M - H]-,C45H69N4O8-,Polyketides,0.975,Oligopeptides,0.997,Depsipeptides,0.977,Organic acids and derivatives,1,Peptidomimetics,0.995,Depsipeptides,0.999,Cyclic depsipeptides,0.999,Cyclic depsipeptides,0.999,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Macrolactams; Macrolides and analogues; Lactams; Pyrrolidines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Macrolide lactams; Depsipeptides; Cyclic depsipeptides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",793.512,348,5.803,7.35189E+17,7.35171E+17,37779,
1,C21H26O9,[M - H]-,C21H25O9-,Terpenoids,0.987,Diterpenoids,0.54,Picrotoxane sesquiterpenoids,0.129,Lipids and lipid-like molecules,0.819,Prenol lipids,0.694,Terpene lactones,0.786,Diterpene lactones,0.715,Diterpene lactones,0.715,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Gamma butyrolactones; Terpene lactones; Cyclic alcohols and derivatives; Diterpene lactones; Diterpenoids; Tertiary alcohols; Carbonyl compounds; Tetrahydrofurans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,421.152,344,5.731,7.35189E+17,7.35171E+17,37787,
1,C20H20N2O7,[M - H]-,C20H19N2O7-,Alkaloids,0.886,Tryptophan alkaloids,0.588,Pyridine alkaloids,0.188,Benzenoids,0.895,Benzene and substituted derivatives,0.598,,,,,Benzene and substituted derivatives,0.598,Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Methyl esters; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,399.121,349,5.812,7.35189E+17,7.35171E+17,37788,
1,C25H32O9,[M - H]-,C25H31O9-,Terpenoids,0.888,Diterpenoids,0.25,Trichothecane sesquiterpenoids,0.078,Organoheterocyclic compounds,0.997,Lactones,0.948,Delta valerolactones,0.596,,,Delta valerolactones,0.596,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Ketones; Alcohols and polyols; Epoxides; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Delta valerolactones; Secondary alcohols; Oxepanes; Carbonyl compounds; Oxanes; Tetrahydrofurans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,475.199,348,5.806,7.35189E+17,7.35171E+17,37793,
1,C16H17FN2O7,[M - H]-,C16H16FN2O7-,Alkaloids,0.912,Tryptophan alkaloids,0.372,Pyrroloquinoline alkaloids,0.172,Benzenoids,0.995,Benzene and substituted derivatives,0.912,Halobenzenes,0.825,Fluorobenzenes,0.933,Fluorobenzenes,0.933,Organic compounds; Organoheterocyclic compounds; Halobenzenes; Pyridines and derivatives; Alcohols and polyols; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Aryl fluorides; Carboxylic acid derivatives; Fluorobenzenes; Monocarboxylic acids and derivatives; Pyridinones; Organofluorides; Secondary carboxylic acid amides; Tertiary alcohols; Carbonyl compounds; Hydropyridines; Benzene and substituted derivatives; Benzenoids; Aryl halides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,367.095,349,5.812,7.35189E+17,7.35171E+17,37794,
1,C34H34N8O7,[M - H]-,C34H33N8O7-,Amino acids and Peptides,0.647,Oligopeptides,0.526,Cyclic peptides,0.14,Organic acids and derivatives,0.999,Carboxylic acids and derivatives,0.998,"Amino acids, peptides, and analogues",0.934,Amino acids and derivatives,0.926,Alpha amino acids and derivatives,0.921,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Alcohols and polyols; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Tertiary alcohols; Carbonyl compounds; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",665.25,349,5.817,7.35189E+17,7.35171E+17,37806,
1,C20H22O8,[M - H]-,C20H21O8-,Terpenoids,1,Diterpenoids,0.993,Gibberellins,0.972,Lipids and lipid-like molecules,0.956,Prenol lipids,0.938,Diterpenoids,0.971,Gibberellins,0.931,C19-gibberellin 6-carboxylic acids,0.883,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Gamma butyrolactones; Terpene lactones; Cyclic alcohols and derivatives; Diterpene lactones; Diterpenoids; Secondary alcohols; Tertiary alcohols; Oxepanes; Gibberellins; Carbonyl compounds; Tetrahydrofurans; C19-gibberellins; Organic oxides; C19-gibberellin 6-carboxylic acids; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,389.125,348,5.8,7.35189E+17,7.35171E+17,37810,
1,C10H17N2O7,[M - H]-,C10H16N2O7-,Amino acids and Peptides,0.668,Small peptides,0.655,Aminoacids,0.628,Organic acids and derivatives,0.998,Carboxylic acids and derivatives,0.998,"Amino acids, peptides, and analogues",0.973,Amino acids and derivatives,0.972,Alpha amino acids,0.873,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acids; Carbonyl compounds; Tricarboxylic acids and derivatives; Alpha amino acids; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",276.097,350,5.832,7.35189E+17,7.35171E+17,37815,
1,C16H22O7,[M - H]-,C16H21O7-,Terpenoids,0.907,Sesquiterpenoids,0.823,Prezizaane sesquiterpenoids,0.094,Organic acids and derivatives,0.975,Carboxylic acids and derivatives,0.977,Dicarboxylic acids and derivatives,0.529,,,Dicarboxylic acids and derivatives,0.529,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Cyclic alcohols and derivatives; Tertiary alcohols; Carbonyl compounds; Oxanes; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,325.131,350,5.832,7.35189E+17,7.35171E+17,37822,
1,C9H17N2O5,[M - H]-,C9H16N2O5-,Amino acids and Peptides,0.863,Small peptides,0.958,Aminoacids,0.896,Organic acids and derivatives,0.991,Carboxylic acids and derivatives,0.989,"Amino acids, peptides, and analogues",0.83,Amino acids and derivatives,0.828,Alpha amino acids,0.686,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",232.107,349,5.823,7.35189E+17,7.35171E+17,37823,
1,C13H17ClN4O5,[M - H]-,C13H16ClN4O5-,Amino acids and Peptides,0.789,Small peptides,0.937,Aminoacids,0.834,Organic acids and derivatives,0.998,Carboxylic acids and derivatives,0.997,"Amino acids, peptides, and analogues",0.99,Amino acids and derivatives,0.99,Alpha amino acids,0.913,"Organic compounds; Amino acids, peptides, and analogues; Halobenzenes; Nitrobenzenes; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Aryl chlorides; Chlorobenzenes; Monocarboxylic acids and derivatives; Organic nitro compounds; Carboxylic acids; Organic oxoazanium compounds; Organochlorides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acids; Benzenoids; Amines; Aryl halides; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities",343.081,349,5.815,7.35189E+17,7.35171E+17,37828,
1,C13H12O13,[M - H]-,C13H11O13-,Carbohydrates,0.302,Saccharides,0.396,Monosaccharides,0.303,Organic oxygen compounds,1,Organooxygen compounds,1,Carbonyl compounds,0.979,Ketones,0.777,Cyclic ketones,0.501,Organic compounds; Organoheterocyclic compounds; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; Cyclic ketones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,375.019,349,5.823,7.35189E+17,7.35171E+17,37836,
1,C30H32O10,[M - H]-,C30H31O10-,Terpenoids,0.663,Sesquiterpenoids,0.527,Trichothecane sesquiterpenoids,0.59,Organoheterocyclic compounds,0.992,Oxepanes,0.605,,,,,Oxepanes,0.605,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Ketones; Alcohols and polyols; Epoxides; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Oxepanes; Carbonyl compounds; Oxanes; Tetrahydrofurans; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities",551.194,349,5.823,7.35189E+17,7.35171E+17,37838,
1,C32H30O10,[M - H]-,C32H29O10-,Shikimates and Phenylpropanoids,0.99,Flavonoids,0.886,Flavones,0.564,Phenylpropanoids and polyketides,0.984,Flavonoids,0.971,O-methylated flavonoids,0.922,4'-O-methylated flavonoids,0.777,4'-O-methylated flavonoids,0.777,Organic compounds; Organoheterocyclic compounds; Pyrans; Ketones; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Flavans; Pyranones and derivatives; Dialkyl ethers; Flavones; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; O-methylated flavonoids; 4'-O-methylated flavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities,573.177,349,5.823,7.35189E+17,7.35171E+17,37839,
1,C19H28O7,[M - H]-,C19H27O7-,Terpenoids,0.731,Sesquiterpenoids,0.382,Ascarosides,0.054,Lipids and lipid-like molecules,0.62,,,,,,,Lipids and lipid-like molecules,0.62,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,367.177,353,5.885,7.35189E+17,7.35171E+17,37845,
1,C20H29N3O5,[M - H]-,C20H28N3O5-,Amino acids and Peptides,0.515,Ornithine alkaloids,0.214,Polyamines,0.243,Organic acids and derivatives,1,Carboxylic acids and derivatives,0.998,"Amino acids, peptides, and analogues",0.914,Amino acids and derivatives,0.902,N-acyl-alpha amino acids and derivatives,0.806,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary alcohols; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Fatty Acyls; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",390.204,349,5.822,7.35189E+17,7.35171E+17,37846,
1,C22H30N4O7S,[M - H]-,C22H29N4O7S-,Alkaloids,0.562,Macrolides,0.253,Tetracyclic diterpenoids,0.047,Organic acids and derivatives,0.998,Carboxylic acids and derivatives,0.994,"Amino acids, peptides, and analogues",0.633,Amino acids and derivatives,0.635,Amino acids and derivatives,0.635,"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Ketones; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Thioethers; Carboxylic acids; Cyclic alcohols and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Tertiary alcohols; Carbonyl compounds; Polyols; Sulfenyl compounds; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Dialkylthioethers; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",493.174,347,5.786,7.35189E+17,7.35171E+17,37855,
1,C14H16O3,[M - H]-,C14H15O3-,Terpenoids,0.948,Sesquiterpenoids,0.79,Cinnamic acids and derivatives,0.027,Benzenoids,0.997,Benzene and substituted derivatives,0.868,,,,,Benzene and substituted derivatives,0.868,Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,231.104,349,5.823,7.35189E+17,7.35171E+17,37858,
1,C15H16O5,[M - H]-,C15H15O5-,Terpenoids,0.948,Sesquiterpenoids,0.848,Pentalenane sesquiterpenoids,0.17,Organic acids and derivatives,0.997,Carboxylic acids and derivatives,0.996,Dicarboxylic acids and derivatives,0.742,,,Dicarboxylic acids and derivatives,0.742,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,275.094,350,5.832,7.35189E+17,7.35171E+17,37862,
