row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,230823_NEG_B0.mzML Peak area,230809_NEG_B0.mzML Peak area,230809_NEG_B4.mzML Peak area,230809_NEG_B6.mzML Peak area,230809_NEG_B2.mzML Peak area,230809_NEG_B3.mzML Peak area,230809_NEG_B5.mzML Peak area,230809_NEG_B1.mzML Peak area,230905_NEG_B0.mzML Peak area,230905_NEG_B1.mzML Peak area,230823_NEG_B6.mzML Peak area,230823_NEG_B4.mzML Peak area,230823_NEG_B1.mzML Peak area,230823_NEG_B3.mzML Peak area,230823_NEG_B2.mzML Peak area,230905_NEG_B2.mzML Peak area,230905_NEG_B3.mzML Peak area,230926_NEG_B0.mzML Peak area,230926_NEG_B2.mzML Peak area,230905_NEG_B5.mzML Peak area,230905_NEG_B4.mzML Peak area,230905_NEG_B6.mzML Peak area,230926_NEG_B5.mzML Peak area,230926_NEG_B1.mzML Peak area,230823_NEG_B5.mzML Peak area,231010_NEG_B0.mzML Peak area,231010_NEG_B3.mzML Peak area,230926_NEG_B6.mzML Peak area,230926_NEG_B4.mzML Peak area,231010_NEG_B1.mzML Peak area,231010_NEG_B2.mzML Peak area,240901_NEG_B1.mzML Peak area,Blank_NEG_1.mzML Peak area,231010_NEG_B6.mzML Peak area,Blank_NEG_2.mzML Peak area,230926_NEG_B3.mzML Peak area,Blank_NEG_3.mzML Peak area,Blank_NEG_4.mzML Peak area,Culture_Remin_E_NEG.mzML Peak area,240417_NEG_B0.mzML Peak area,231010_NEG_B5.mzML Peak area,Culture_Remin_D_NEG.mzML Peak area,240507_NEG_B0.mzML Peak area,240417_NEG_B3.mzML Peak area,Culture_Remin_F_NEG.mzML Peak area,231010_NEG_B4.mzML Peak area,240417_NEG_B2.mzML Peak area,240417_NEG_B4.mzML Peak area,QC_mix_NEG_1.mzML Peak area,QC_mix_NEG_2.mzML Peak area,QC_mix_NEG_4.mzML Peak area,240417_NEG_B5.mzML Peak area,Process_Blank_1_NEG.mzML Peak area,QC_mix_NEG_3.mzML Peak area,240616_NEG_B0.mzML Peak area,Process_Blank_3_NEG.mzML Peak area,Process_Blank_2_NEG.mzML Peak area,240507_NEG_B3.mzML Peak area,240417_NEG_B6.mzML Peak area,240417_NEG_B1.mzML Peak area,240507_NEG_B1.mzML Peak area,240616_NEG_B3.mzML Peak area,240507_NEG_B5.mzML Peak area,240616_NEG_B2.mzML Peak area,240616_NEG_B1.mzML Peak area,Chance_pooled_QC_NEG_1.mzML Peak area,240616_NEG_B5.mzML Peak area,240616_NEG_B6.mzML Peak area,240616_NEG_B4.mzML Peak area,Chance_pooled_QC_NEG_3.mzML Peak area,Chance_pooled_QC_NEG_2.mzML Peak area,Chance_pooled_QC_NEG_4.mzML Peak area
42301,436.2834104,6.5402455,,,,,,,,,,,0,0,0,36115.2,36499.88,0,6495.243,27442.773,0,0,0,0,0,0,0,22184.879,0,0,17447.365,0,0,0,0,17868.873,18344.785,0,0,0,0,0,11134.487,0,0,50312.656,0,6262.158,0,0,0,4957.997,0,0,93879.19,10818.291,0,27006.059,0,44531.242,0,0,0,0,0,0,6639.039,0,0,4813.374,0,116449.66,27850.137,0,31142.418,0,0,5814.465,10654.335,33208.832,22146.719,6081.3066,11459.913,6423.9404
42306,432.8456333,6.5417914,,,,,,,,,,,0,0,61027.094,43645.24,5819.877,0,69220.65,0,0,10511.939,178792.17,45887.965,373906.56,33879.527,35887.19,0,0,0,5247.8027,0,32224.047,32872.01,0,24131.44,41031.293,0,0,15667.766,5423.1543,0,0,0,0,0,0,28212.77,0,0,0,0,0,0,0,35050.598,0,0,47713.83,50452.57,0,0,0,36868.094,0,0,0,0,0,5159.7007,28196.482,55482.41,0,6099.031,11552.05,0,0,20746.496,0,0,0,11264.168,32533.715,13251.405
42314,245.0500324,6.54802,,,,,,,,,,,907764.5,712237.8,1110328.2,1092346.5,778886.56,1063173.8,1130297.8,718182,963379.2,956931.2,678528.4,36560.918,721912.06,844269.1,1035904.2,846838.9,1101789.9,1156386.2,1342899.1,871973.94,979333.5,1201903.1,992750.25,1120399.6,815869.25,720214.4,5485.782,908235.75,1000167.44,1164019.5,5037.495,0,0,5164.7617,0,1224955.8,0,0,0,5929.054,22966.328,11172.771,0,0,0,5246.325,0,0,0,0,0,4664.461,116762.23,0,324928.62,57995.777,151744.2,10663.388,0,0,5438.4346,381412.3,0,349797.75,351700.3,602544.3,333487.62,348069.9,363912.94,572494.7,567671.5,574933.56
42315,493.2101452,6.534432,,,,,,,,,,,578323.7,609656.5,256387.52,955269.8,387749.94,313926.06,293352.62,354799.9,843168.4,406900.97,1323956.6,398541.34,235119.86,276887.4,731370.8,359001.44,435718.66,555409,428739.16,263039.53,380141.25,1050513.2,166559.84,334500.28,276467.16,497138.5,586670.25,309353.53,288610.72,511605.78,88509.1,0,0,388747.34,0,1021085.6,0,0,0,365404.9,293909.12,0,156242.89,514396.56,0,545884.06,565640.25,233673.84,0,0,0,463012.1,0,0,626951.2,0,0,1077226.2,418075.06,419767.22,902869.4,508066.38,1506551.8,437079.1,483609.78,524473.2,620394.75,510837.06,271279.44,649094.1,327326.78,668644.5
42319,495.2258172,6.545447,,,,,,,,,,,273990.16,635726.5,127814.38,109765.06,134788.28,449070.7,115893.45,284612.44,309906.03,400286.38,338329.72,187323.06,222187.16,212971.69,210104.88,246391.81,844523,400885.6,69055.93,204017.61,216332.42,121650.61,221498.25,327224.16,146319.11,611970.1,152502.34,349186.8,91963.086,148312.48,288241.5,0,0,319132.66,0,382336.66,0,0,0,272792.62,425385.6,0,308511.4,105084.87,0,63462.465,325863.5,129979.31,0,0,0,410245.6,0,0,69890.7,0,0,667536.94,461151.97,163438.97,150568.31,142699.62,181639.34,324050.62,94917.37,469550.78,323939.25,211869.38,223705.55,250473.08,223448.02,175162.62
42321,724.4901076,6.5461802,,,,,,,,,,,0,0,622137.2,0,0,0,57015.562,1048121.4,0,0,59619.695,533106.56,0,0,0,0,0,0,0,168776.16,0,0,0,0,1247809.8,0,0,100923.92,0,0,0,0,0,0,0,5686.262,0,0,0,0,0,0,0,0,0,92900.83,0,0,0,0,0,0,0,0,0,0,0,0,72180.22,0,0,0,0,0,0,64945.81,0,0,134181.1,79162.36,65700.36,64558.465
42323,980.6334221,6.5727844,,,,,,,,,,,0,0,0,0,0,0,0,80992.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411815.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12695.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.18,0,0,0,0,0,0,5079.872,0,0,0,0,0
42325,810.5464511,6.571262,,,,,,,,,,,0,0,0,0,0,0,0,344929.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516536.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27518.059,0,0,0,0,0,0,0,0,0,0,0,0,0,115391.586,5598.9595,0,0,22474.578,0,23046.82,0,0,44019.227,22636.207,19229.871,26087.75
42326,363.0668565,6.5655518,,,,,,,,,,,4882.116,28832.02,10422.357,15918.652,23334.867,10819.289,12360.17,19718.166,11334.984,19529.387,4851.1416,22605.113,6280.1973,5217.289,25595.771,24484.584,17147.457,29863.547,24662.715,30259.098,19681.082,29821.482,24302.611,31201.023,5476.633,5217.627,0,34555.926,33561.55,32212.746,0,0,0,0,0,32266.973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97896.36,0,0,0,0,0,0,97697.01,0,111555.35,85175.02,24709.516,110439.52,122087.8,100704.164,21570.705,27515.816,6200.927
42328,708.4587456,6.552334,,,,,,,,,,,0,0,0,0,0,0,0,374903.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683157.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97806.52,6068.9805,0,0,0,0,0,0,0,4922.365,0,0,0
42329,568.1964663,6.566227,,,,,,,,,,,0,0,0,0,0,0,0,0,0,38158.17,0,0,0,0,0,0,16296.194,0,0,24972.22,139241.81,102654.81,0,0,0,0,0,31103.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38982.727,0,0,0,0,12213.982,0,0,0,0,0,28841.607,0,0,0,0,15766.399,0,0,0,0,0,0,0,0,0
42333,461.2199985,6.561863,,,,,,,,,,,301782.66,378002.56,55164.73,63633.543,272686.72,171548,192770.34,53268.086,203687.73,197839.23,111438,131866.16,95301.67,88646.64,253783.17,197972.55,464868.9,179218.16,65168.754,30409.184,57115.25,223563.73,143150.28,128265.984,96054.74,180550.44,82402.04,293461.94,50457.66,65205.773,112921.16,0,0,91141.164,0,209807.56,0,0,0,53962.695,277421.8,0,434551.12,353455.6,0,355284.2,333766.8,108997.664,0,0,0,121988.664,0,0,42400.51,0,0,320949.06,165569.36,227345.23,132356.62,114209.89,143931.08,263160.06,129285.484,137629.38,148608,56875.76,216368.67,300617.72,220673.58,117741.03
42334,939.6466485,6.547894,,,,,,,,,,,0,0,0,4918.7266,13116.927,0,32282.559,21895.56,0,0,21723.352,4952.237,6314.5967,0,4689.9854,14540.531,11106.726,0,12681.989,11707.561,10673.561,0,21814.84,9826.1875,0,19095.611,19289.316,4760.5645,0,10377.055,34842.992,0,0,24389.771,0,21455.201,0,0,0,47615.297,5936.125,0,37706.902,70748.59,0,44925.566,91865.12,36788.94,0,0,0,24688.56,5309.4043,0,0,0,33202.023,5723.215,43352.492,15024.054,57275.395,5023.1064,46008.973,0,5141.9385,16114.49,0,24361.627,0,0,22918.566,13870.268
42335,949.6752409,6.5459623,,,,,,,,,,,0,0,6246.997,24091.191,34185.27,14942.83,61683.75,42338.766,0,0,46802.52,6972.338,31457.96,10253.753,15959.9375,42215.832,37642.125,0,39713.01,40120.742,19130.62,0,25018.959,27477.156,38096.18,34632.92,30190.834,21269.22,22306.059,25092.115,50705.457,0,0,49055.707,0,41996.004,0,0,0,54171.375,19915.49,0,42691.273,104824.664,0,58808.43,139191.47,52992.94,0,0,0,42852.164,35510.66,0,5373.9746,11470.568,61241.266,13334.07,51387.406,30665.227,71510.32,0,63969.664,9732.967,15026.694,34464.555,15883.739,56245.746,13056.897,32400.533,30159.184,30061.605
42343,487.307894,6.5468116,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5908.8984,0,0,0,0,0,0,0,0,0,0,0,0,15090.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287191.03,0,0,0,0,0,0,0,0,0,0,0,0
42344,497.3369484,6.5530386,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6217.7744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171013.1,0,0,0,0,0,0,0,0,0,0,0,0
42345,523.3525509,6.6448,,,,,,,,,,,0,0,0,0,0,0,0,160598.89,0,0,0,0,0,4872.792,0,0,0,0,0,0,0,0,0,0,27989.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55185.85,0,0,37856.164,95389.086,0,13050.194,0,12111.378,0,0,0,9765.895,0,0,0,0,5206.0967,0,0,956115.2,164257.67,0,22123.387,0,0,0,0,0,0,9658.998,8944.703,22849.996
42347,598.4122337,6.5533323,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18428.215,20936.557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194233.22,39212.547,0,0,0,0,0,0,0,0,0,0,0
42351,351.1824068,6.4935393,,,,,,,,,,,322599.62,293133.06,111004.66,373712.66,322643.44,232889.56,322520.53,311492.38,557911.25,195899.19,197876.81,168560.06,159245.17,152660.38,298343.66,217523.44,192709.5,151191.02,122028.45,186810.73,341703.34,240893.69,428701.5,230176.72,121536.34,135990.4,253740.8,259973.81,186083.23,374769.1,339969.44,0,0,487121.97,0,200272.38,0,0,0,462372.03,169348.17,0,189483.78,281744.34,0,357872.8,131055.695,443661.06,0,0,0,450896.94,0,0,380044.3,0,0,513197.47,449695.66,475798.22,331417.44,248612.19,381547.84,172105.2,332764.78,276862.4,844827.44,236969.5,295870.12,326393.4,138484.56,395835.06
42354,355.1773557,6.5496097,,,,,,,,,,,316124.9,331054.22,215675.17,166820.8,181257.98,376441.3,239263.02,146786.17,315407.2,236778.03,253901.67,146465.22,318243.47,266982.72,284072.44,309815.6,318470.75,204167.7,444389.47,263338.53,186685.69,294009.78,274418.22,390953.2,218310.9,173365.97,185936.03,351834.88,190957.42,233970.6,271448.38,0,0,266704.2,0,236706.28,0,0,0,357780.9,355106.56,0,152735.14,206942.31,0,379751.97,240029.66,347355.34,0,0,0,231212.97,0,0,146221.19,0,0,202125.55,230245.02,341529.94,399705.72,273761.12,254399.72,224745.06,321693.9,395434.3,242051.6,173333.1,191424.94,394283.94,248942.69,239785.19
42360,349.166764,6.5983586,,,,,,,,,,,903231.06,1556329.9,505860.84,958449.1,388662.4,104379.984,827853.56,539020.7,814225.2,399147.44,739551.1,344606,664446.5,232352.69,1500242.4,508419.28,677145.2,1091739,541376.3,746577.3,280673.44,446084.75,819000.56,974930.8,386603.22,699466.7,1191101.6,298115.84,857401.25,641698.6,674944.94,0,0,414886.47,0,292182.34,0,0,0,475453.8,442866.75,0,315962.7,520391.03,0,794667.06,483106.7,1199373.9,0,0,0,506148.84,0,0,679618,0,0,267232.78,460889.4,1105891.1,415409.7,225250.86,532476.1,640502.5,847428,660463.56,460019.53,508079.28,581210,788603.44,1049226.4,429283.62
42363,477.1787093,6.535531,,,,,,,,,,,286141.66,197233.53,605890.94,239521.86,298600.3,145681.73,256815.12,194159.1,73751.17,638941.8,234639,451849.47,585870.06,334064.53,235944.38,843153.56,391005.62,395358.97,803074.44,444831.9,570975.75,629355.3,585944.8,635145.56,460354.8,689584.44,656049.1,615879.5,191027.97,275283.53,427847.5,0,0,343013.72,0,330708.9,0,0,0,616717.7,532572.9,0,408317.75,200423.4,0,426107.22,419915.7,343642.88,0,0,0,594685.8,0,0,514399,0,0,213076.97,255443.62,366189.44,307135.44,598416.06,61027.727,323619.5,453529.6,536489.5,218369.56,185523.89,947747.3,468846.28,607316.44,478449.44
42364,297.1356728,6.547439,,,,,,,,,,,154349.48,78733.67,147948.05,133334.69,67960.266,129052.37,153798.86,173729.56,56787.75,150815.52,183527.84,104803.875,73465.92,111818.67,87515.39,113844.36,64301.242,106680.53,70249.805,131902.67,218123.56,217858.06,167037.08,72141.77,51328.344,113132.81,120275.26,76261.45,94802.61,67822.87,26871.422,0,0,55099.594,0,171544.69,0,0,0,102467.11,142637.45,0,51238.273,128938.625,0,90618.17,186233.16,174436.53,0,0,0,193258.53,0,0,137254.95,0,0,300827.62,122641.71,235035.97,288576.12,108919.984,129663.88,151600.11,52065.46,176794.16,194929.84,79065.99,156429.58,137445.66,154324.81,101616.805
42372,325.2147948,6.535707,,,,,,,,,,,0,0,0,0,14062.039,0,0,155184.6,0,0,0,0,0,7537.704,0,10904.741,0,0,0,0,26359.266,0,0,0,53333.117,0,0,0,0,0,0,0,0,28688.469,0,0,0,0,0,82483.27,0,0,34004.902,91969.266,0,30415.004,0,29882.379,0,0,0,27577.73,0,0,0,0,0,6491.391,17828.598,142384.56,110415.98,0,15519.504,0,0,5535.116,0,20293.723,4960.5034,0,10605.387,0
42373,433.1521315,6.5364165,,,,,,,,,,,417740.47,508425.4,335182,200050.47,213162.44,547207.1,204893.12,168909.72,195940.94,201585.6,156012.03,546868.94,311102.28,217374.31,358676.38,465073.16,275071.47,552234.56,74045.59,200139.03,472822.22,254001.66,92613.5,414459.7,136503.62,296106.25,99790.25,227917.75,81341.17,123066.16,91944.86,0,0,178159.28,0,293648.5,0,0,0,194210.88,204451.9,0,189124.53,366860.7,0,214718.47,105600.97,180390.8,0,0,0,456251.72,0,0,459896.22,0,0,158618.2,90230.91,56131.496,186998.8,192455.94,194386.56,114246.51,287879.03,248984.84,354214.44,387541.78,529612.25,236825.78,414571.75,331010.38
42375,537.3682407,6.4672546,,,,,,,,,,,0,0,123189.95,0,0,0,11950.891,789640.06,0,0,0,31538.242,0,0,0,0,0,0,0,45865.348,0,0,0,0,2044595.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191065.1,0,0,0,373204.25,0,0,0,0,0,0,0,0,0,0,0,0,88532.016,53747.164,0,0,0,59316.633,0,61108.05,0,0,164370.66,60506.51,74082.83,72159.016
42381,882.5963037,6.557742,,,,,,,,,,,0,0,0,0,37747.01,0,14371.102,36583.047,0,0,74312.805,27364.348,34950.883,22623.736,0,5658.3516,22673.945,0,0,0,7060.6763,0,0,0,65809.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42386,737.5224052,6.672944,,,,,,,,,,,0,0,0,0,0,0,0,20721.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150390.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42390,519.1896936,6.5496607,,,,,,,,,,,347250.94,359462.03,211467.88,336913.94,174018.78,163294.48,53520.72,70900.266,203457.69,149153.75,409140.44,323737.44,312024.1,333551.47,175711.52,315037.16,375957.75,542422.94,55233.332,181693.44,231943.19,226600.16,270427.88,87546.95,217951.2,487113.75,82521.234,413339.1,343042.12,165539.69,222384.72,0,0,178060.28,0,416598.4,0,0,0,260004.69,112596.59,0,67482.5,132283.81,0,136898.88,78026.086,93689.84,0,0,0,246982.75,0,0,343785.5,0,0,80611.29,242780.38,42890.047,152203.19,350595.94,120215.81,139343.64,259313.12,200692.8,101283.81,97388.39,348337.75,104018,164110.16,277297.94
42391,636.437339,6.5574126,,,,,,,,,,,0,0,31161.887,0,0,0,0,349020.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792694.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121746.05,0,0,0,0,0,0,0,0,0,0,0,0,6529.1753,0,0,0,0,0,0,5028.9517,0,0,5602.737,4897.3086,5319.2,0
42393,363.1824942,6.655206,,,,,,,,,,,1047335.75,427147.56,444671.25,415655.75,336876.3,206728.16,811270.5,285701.44,251288.3,324252.6,412071.7,148868.98,619508.56,157229.95,483366.66,219136.1,412328,455141.53,520853.44,951508.25,200442.17,519591.56,785315.3,172913.36,205709.86,548605.8,463076.62,670258,257504.92,252301.53,357395.97,0,0,682494.2,0,199849.02,0,0,0,209981.75,364610.94,0,554200.3,524097.53,0,1032240.94,676450.8,347422.16,0,0,0,557330.1,0,0,167923.75,0,0,247586.6,1047934.3,187089.94,207179.23,238216.2,773478.3,219823.2,327862.16,344641.7,519904.28,448438.44,600297.44,888260.9,497573.53,599253.1
42394,596.4057184,6.560194,,,,,,,,,,,0,0,0,0,0,0,40632.824,337256.66,0,0,0,0,6245.542,164872.28,0,19683.996,0,0,0,0,179946.05,0,0,0,0,0,0,0,0,96184.305,0,0,0,0,0,5433.428,0,0,0,183203.42,0,0,467650.8,529243.1,0,0,52358.414,0,0,0,0,133597.94,0,0,5306.392,0,43104.07,81204.12,15102.128,3683474.2,712221.56,0,0,0,0,106507.21,55392.715,0,66671.61,97019.64,92352.984,100339.49
42405,349.2031213,6.613017,,,,,,,,,,,23294.209,22424.436,69927.875,120708.11,52190.16,41118.035,58689.227,36120.31,15984.611,25984.111,33517.68,22231.172,17684.771,4995.6865,25796.367,5789.2734,19460.635,16463.064,11997.078,32143.803,49068.438,42386.105,21612.975,13347.516,35921.965,6587.2295,10569.781,41713.21,15773.106,18240.043,33144.285,0,0,76233.555,0,7230.2,0,0,0,11771.823,20889.408,0,11982.468,241747.75,0,61951.08,154638.69,268758.56,0,0,0,437399.1,0,0,11886.6875,0,0,99168.14,214092.05,105539.766,51224.6,15034.304,103987.84,7100.3545,14883.318,44338.668,13745.727,23257.67,44520.92,56381.676,41533.78,42954.684
42415,294.844708,6.5620255,,,,,,,,,,,90622.805,79137.15,381695.84,465593.47,317581.06,305836.44,346585.22,294422.72,113371.36,287599.56,160778.67,218895.92,224604.05,260597.12,271175.1,225064.44,273418.8,88337.664,303450.03,277512.84,337838.06,325347.7,279825.9,404166,247039.66,70092.37,491923.53,357675.34,202942.36,358583.03,497971.06,0,0,316124,0,260545.86,0,0,0,160860.42,588383.44,0,110191.586,1579272.2,0,366882.72,609610.3,1475937.1,0,0,0,935335.56,0,0,61705.625,0,0,1019812.7,878335.6,929479.4,1020395.8,439823.16,1800328.2,826715.56,1055799.8,484925.53,475365.56,689750.75,622685.25,470061.03,453799.78,476869.4
42419,296.8426738,6.5620537,,,,,,,,,,,32706.934,28173.848,163898.67,205887.44,135645.36,131255.25,157830.39,131686.64,47701.07,125001.39,63722.67,83850.734,84785.18,106374.8,94893.88,102247.016,112757.48,26107.559,143019.27,104186.16,146821.55,148981.62,108122.42,169481.33,120137.516,11037.58,208958.88,148428.08,78602.85,143668.03,210331.48,0,0,154198.02,0,99074.02,0,0,0,60069.49,241103.7,0,38296.58,753078.56,0,165112.86,238351.14,651668.7,0,0,0,447139.38,0,0,28968.979,0,0,473265.75,379280.94,415032.22,468721.22,210886.25,797498.7,370688.47,475761.3,208896.28,241504.27,344901.3,295181.66,201007.75,207395.9,194452.55
42420,292.8467466,6.562543,,,,,,,,,,,33895.31,39091.31,171558.23,227334.1,148827.89,133236.64,158840.8,135786.17,49452.84,114662.23,68985.65,100961.53,96974.88,113527.71,123365.58,100435.836,124395.54,25040.508,143468.06,112256.16,144070.02,152588.53,114066.375,177905.67,112979.59,19871.16,226128.4,165361.7,79912.55,163837.02,237453.95,0,0,159730.83,0,99733.805,0,0,0,67146.234,251252.23,0,35928.98,776467.8,0,185012.73,293776.53,700765.3,0,0,0,453983.1,0,0,28238.627,0,0,474622.84,396396.2,475408.62,497898.28,232641.27,874242.4,395245,499829.4,204264.16,247245.7,336253.94,293928.97,218360.56,214966.42,193275.77
42422,369.1930781,6.600179,,,,,,,,,,,147187.05,173418.8,134390.78,218438.97,150498.38,1176885.8,92340.98,62780.027,142686.48,223034.03,190426.89,117353.41,152503.23,313828.2,163263.86,185263.53,229955.25,189256.4,194246.47,252466.72,147082.56,76177.18,165659.89,197968.36,135235.75,91835.836,234131.12,125735.445,85435.39,235746.08,166422.58,0,0,290742.94,0,96883.11,0,0,0,139184.36,151706.08,0,95172.05,197029.95,0,164085.28,174054.52,181023.05,0,0,0,242582.88,0,0,126969.8,0,12211.67,387282.88,189626.1,94227.12,92374.82,192143.75,183967.98,152798.02,103964.04,222768.73,146065.81,93224.46,122353.59,257941.16,176135.64,198019.6
42424,544.3264179,6.570613,,,,,,,,,,,0,0,4749.324,0,0,0,0,103096.54,0,0,14777.463,0,0,31190.088,0,0,0,0,0,0,0,0,0,0,163974.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42426,705.2441075,6.5620556,,,,,,,,,,,4927.6396,0,35964.402,19764.271,20038.422,5900.422,25933.332,4863.541,0,5348.711,5329.9834,5132.755,10755.9375,0,0,5312.45,10904.256,0,0,7589.1445,6977.0625,5142.1274,4928.565,6092.513,16515.787,5780.707,0,7601.052,5372.1855,0,0,0,0,0,0,5225.167,0,0,0,0,0,0,0,54682.35,0,0,121106.055,158236.89,0,0,0,127060.95,0,0,5227.218,0,0,147661.94,113559.85,37873.594,84945.37,10837.939,119341.65,4562.5913,8233.516,6388.449,5821.6714,5280.0894,5855.538,17885.18,5549.4453,7452.1094
42436,808.5592517,6.5579615,,,,,,,,,,,0,0,0,0,0,0,0,457700.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10239.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2795230.5,39645.695,0,0,0,0,47111.562,0,0,4973.347,26626.188,43540.207,56746.24
42448,395.172544,6.529526,,,,,,,,,,,1223021.9,1141638.2,228061.3,804806.06,577058.75,778876.44,399412.75,1185932.5,592826.75,1041314.75,819361.56,322052.03,1065754.6,770587.6,517446.9,1047955.06,692700.94,394953.12,625056.44,238144.31,1061798.9,468656.94,114710.92,1083669.4,383082.1,374870.3,997663.56,650775.3,387155.9,433200,282494.5,0,0,174279.45,0,1154665.6,0,0,0,1241434.4,1125471.2,0,165602.88,1077486,0,1193612.9,1099307.6,682123.44,0,0,0,829592,0,0,691839,0,0,1112165.6,1005302.8,449441.06,473436.16,440484.22,736107.1,1029919.3,1035572.5,1037675.56,214617.06,1032158.1,724299.2,615003.25,685835.4,1080056.2
42449,348.804347,6.56829,,,,,,,,,,,80080.2,102645.71,119412.66,142902.61,110056.48,97978.766,128163.54,103062.47,85526.82,114333.375,88628.14,104679.37,71601.445,104620.07,151998.55,107510.81,109476.625,125651.18,175637.36,121351.305,122858.32,144424.98,131195.27,155269.2,98419.47,74929.164,0,160417.06,220278.97,181679.45,0,0,0,0,0,231283.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67220.69,0,0,0,52473.418,43223.12,62745.086
42455,346.8063908,6.569401,,,,,,,,,,,201361.66,222711.06,298304.88,280667.72,264695.16,247420,312228.28,241717.48,222833.33,255454.73,200940.34,224971.23,219020.61,230823.61,324673.88,268436.72,270524.5,312256.5,414611.2,283079.56,256127.81,321851.62,331005.38,371001.9,248476.27,196198.75,0,371783.2,508706,355558.06,0,0,0,0,0,534535.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173373.67,0,0,0,159441.92,161336.08,162695.52
42456,344.8084076,6.569649,,,,,,,,,,,88559.27,106608.78,126504.37,122210.78,103871.28,112877.13,129909.73,108614.26,95029.95,110029.67,84928.086,97061.33,95513.17,127873.16,153741.2,124319.77,117157.45,132804.47,169830.75,117360.88,96788.19,158149.42,149694.45,182276.62,115384.5,90826.484,0,186246.86,222596.38,152311.45,0,0,0,0,0,240216.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73232.61,0,0,0,66100.61,62062.383,66983.49
42457,652.4686782,6.4988627,,,,,,,,,,,0,0,154747.58,0,17527.752,0,60351.715,496808.56,0,0,6273.299,216614.5,0,0,0,0,5365.5205,0,0,218375.1,0,0,0,4922.9854,577560.56,0,0,72253.6,0,0,0,0,0,11435.783,0,5821.1543,0,0,0,0,0,151067.27,0,0,0,385211.75,0,0,0,0,0,23399.217,0,0,0,0,0,4716.209,387001.62,14318.636,5053.462,0,0,13964.967,0,58123.24,0,11055.836,484262.56,55089.625,70251.37,66971.555
